cache misses;cache references;branch instructions;branch misses;cache miss rate;branch miss rate
6149118;26769151;241342898;3687109;0.22970911554124374;0.015277470481024886
3087084;7210449;23444608;618333;0.42814032801563395;0.02637420937044458
3526823;8964382;31754086;856495;0.39342622837804103;0.026972749270755266
3318736;8112292;24873621;670148;0.409099672447688;0.026942116710711318
3047262;7205178;23168185;663385;0.4229266785636663;0.028633447117242892
3215764;8312126;30028418;734245;0.3868762335893368;0.024451671080374597
3174922;7659760;27307332;640436;0.41449366559787776;0.023452895361582744
3764405;8958928;29437918;794688;0.42018475871220307;0.02699538737759919
3113437;7003500;23807491;609112;0.4445544370671807;0.02558488838660067
3578963;9291950;35739475;878118;0.38516812940233214;0.024569974796775834
3102199;7460431;24652763;656247;0.4158203460363081;0.026619612576488892
3351136;8212310;25100181;683242;0.40806253051820984;0.027220600520769155
3372251;8056859;25206098;668673;0.41855653673472504;0.026528223448151315
4081514;10259131;36131140;950991;0.3978420784372478;0.026320536800112038
5406899;24213631;202732644;2045118;0.22329980166956373;0.010087758733122428
5631905;18878204;116516507;2215556;0.29832843209025606;0.01901495382109249
3457117;9074183;32799677;843668;0.38098383072062797;0.0257218386632283
3842249;8637876;23966252;729725;0.4448140955021813;0.030448023328804186
3123728;7442183;23342688;622486;0.41973275851991276;0.026667280135004162
3558432;9975454;35075709;1120228;0.3567188019713188;0.03193742997468704
5306650;15187637;74533573;2653995;0.34940590165540564;0.035608047396305555
11218957;35524296;134083853;2947532;0.31581081860144394;0.02198275134590591
3346493;8039024;24769130;660296;0.41628100625150516;0.026658021496919756
3151875;7473006;26565183;679004;0.4217680274845223;0.025559921796887302
3146720;7410990;25470096;631495;0.42460184131944584;0.024793585387349933
3397638;8134644;25159579;678482;0.4176750697387618;0.02696714440253551
4476210;10979136;34933228;888304;0.4077014803350646;0.02542862629242279
3876630;9312869;26986646;778609;0.4162659219194429;0.0288516401778865
3294457;7930222;25360234;665803;0.41543061467888287;0.026253819266809603
7785738;33144697;266735127;3421087;0.23490146855166605;0.012825783534689827
3091532;7656946;24190559;631783;0.4037552308714205;0.026116924375331717
3108673;7734027;24466135;638664;0.40194752358635416;0.02610400048883896
4662231;11069612;36136720;994547;0.4211738406007365;0.027521783936118163
3401705;7739312;25760504;687832;0.43953583987827344;0.02670103038356703
3759152;8809763;27110812;802100;0.4267029657892045;0.02958598215354081
3202084;8213638;24437915;644999;0.38984966223249673;0.02639337275704576
3219470;7806333;23673490;644915;0.41241771264433635;0.027242075418537782
3227327;7390913;23661381;635192;0.43666147876453154;0.0268450941219365
3112080;7814462;25655827;635346;0.3982462260357783;0.02476419879195475
