start time;end time;cache misses;cache references;branch instructions;branch misses;cache miss rate;branch miss rate
1687081919341;1687081919441;1249347;7473204;10761366;500807;0.1671768895911312;0.046537493474341454
1687081919666;1687081919766;2789785;6279203;9698689;489353;0.4442896654240992;0.05045558219260356
1687081919976;1687081920076;1848114;9447890;19760758;719242;0.1956112952204143;0.036397490420154936
1687081920274;1687081920374;326999;1668737;5449840;146504;0.19595598347732446;0.02688225709378624
1687081920567;1687081920667;1535864;7699254;10609060;420364;0.19948218359856681;0.039623114583195874
1687081920841;1687081920941;3514765;18995820;35323277;1206470;0.18502833781326627;0.034155098350586215
1687081921177;1687081921277;7820549;24259237;60742496;1782377;0.3223740713691861;0.029343163639505364
1687081921523;1687081921623;1168943;4630759;9633902;408444;0.25243010918944386;0.04239652842638424
1687081921868;1687081921968;4485375;11531205;53158064;982331;0.3889771277156204;0.01847943521795677
1687081922147;1687081922247;5574286;20071390;37997035;1223490;0.2777229678662016;0.03219961768069535
1687081922393;1687081922493;2390064;7908189;33723617;1800413;0.3022264642385254;0.05338730421472881
1687081922773;1687081922873;2294083;8260789;41710547;615182;0.27770749258938826;0.014748835588274592
1687081923141;1687081923241;6222239;16571111;49281961;1194573;0.3754871354129485;0.0242395589737186
1687081923461;1687081923561;8381302;22487751;120560909;2674777;0.3727052118284305;0.022186105116377315
1687081923770;1687081923870;4013885;13284202;23661442;828861;0.3021547700042502;0.03503002902359036
1687081924094;1687081924194;1767328;3519767;8487640;455930;0.5021150547749326;0.053716934271481824
1687081924442;1687081924542;6624590;17418422;51139335;1267806;0.38032090392574025;0.02479121013208326
1687081924757;1687081924857;2602854;8745864;26009986;817160;0.2976097044271441;0.03141716416148782
1687081925047;1687081925147;5226229;14311548;39813068;898686;0.36517566094177933;0.022572638712495104
1687081925385;1687081925485;5252466;18001484;34369913;1106282;0.29177961105873274;0.032187512374558525
1687081925656;1687081925756;5051027;12723642;30940341;714252;0.39697965409589486;0.023084813447919014
1687081925964;1687081926064;6618698;20856513;38986713;1361822;0.3173444189831733;0.03493041334364351
1687081926281;1687081926381;2835181;8003524;19387279;409740;0.35424158158331254;0.021134476890748825
1687081926615;1687081926715;3323222;10594341;30055338;811685;0.3136789725760196;0.027006350752069398
1687081926905;1687081927005;4107045;12388100;33429256;955683;0.3315314697169057;0.028588222244611126
1687081927227;1687081927327;4680803;16943713;40753396;1162798;0.27625603667861937;0.028532542416833187
1687081927490;1687081927590;309273;1300405;5017830;101442;0.23782821505607868;0.020216308643377714
1687081927827;1687081927927;1499226;5281974;13002409;391762;0.28383820139970395;0.030129955149080453
1687081928154;1687081928254;6562658;18368184;37435306;1126950;0.3572839862666881;0.0301039345050365
1687081928498;1687081928598;2117837;2085834;30725795;162750;1.015343023462078;0.005296852367855738
1687081928885;1687081928985;5855549;19633123;96881460;2017462;0.2982484752935129;0.020824025566914452
1687081929230;1687081929330;2021143;8002661;18849061;383225;0.25255886760666235;0.02033125151433273
1687081929545;1687081929645;1546650;2502867;5730688;387632;0.6179513334108444;0.06764144200486923
1687081929872;1687081929972;2035328;5982593;16307124;473633;0.3402083344128541;0.029044545193867417
1687081930133;1687081930233;2160551;4188677;17920043;531790;0.5158074972121269;0.029675710041543985
1687081930461;1687081930561;831313;4700534;8243159;334539;0.17685501264324435;0.0405838344256128
1687081930777;1687081930877;1560060;6090295;15946145;516051;0.2561550795158527;0.03236211636103899
1687081931053;1687081931153;7776200;20964660;39854395;1170759;0.3709194425285218;0.029375906973371443
1687081931373;1687081931473;2441834;8288304;19684914;247159;0.29461202195286273;0.012555757165106233
1687081931681;1687081931781;2329177;8638560;22690673;192118;0.26962560889777926;0.008466826876399831
1687081932030;1687081932130;1941451;7431639;15828391;467094;0.26124129549349745;0.029509885117192266
1687081932304;1687081932404;1552755;3595361;16007376;202760;0.4318773552919999;0.012666660669431392
1687081932633;1687081932733;5903311;22510943;88498311;2249170;0.2622418350044243;0.025414835318156526
1687081932894;1687081932994;7652852;22929788;64613410;1704114;0.3337515375196666;0.026373998833988176
1687081933291;1687081933391;6581243;24410539;92530046;2489629;0.26960662359811066;0.026906168402855868
1687081933796;1687081933896;5348366;16009833;59269997;1278116;0.33406756959925815;0.021564300062306398
1687081934162;1687081934262;6375923;20525337;62878896;1663433;0.31063670233526497;0.02645455161935413
1687081934456;1687081934556;3825111;15037076;34947875;1158973;0.2543786438267653;0.03316290332387878
1687081934774;1687081934874;5591850;18757429;71331687;1522174;0.29811388330458294;0.021339380351399793
1687081935100;1687081935200;2668639;9528061;30750761;844834;0.28008206496578897;0.02747359650709132
1687081935432;1687081935532;2196154;9605788;58274906;1067985;0.22862819791567335;0.018326670488323052
1687081935758;1687081935858;2514262;9357197;51320906;718508;0.26869820096766156;0.014000298435884979
1687081936080;1687081936180;7406863;28704330;73709359;977968;0.25803991941285515;0.013267894515267728
1687081936498;1687081936598;2018751;6950607;11791087;483231;0.29044240308796054;0.04098273551878635
1687081936854;1687081936954;1445920;2349534;6615314;459841;0.6154071403095253;0.06951159083302773
1687081937161;1687081937261;6648224;22790403;55310651;2533767;0.2917115594665;0.045809748288806074
1687081937456;1687081937556;5730964;19042170;39821528;1380752;0.30096170762050756;0.034673506250187086
1687081937773;1687081937873;790890;7213116;34719543;514849;0.10964609469749273;0.014828795413580185
1687081938105;1687081938205;1485489;6763892;11414948;587175;0.21962044929162086;0.05143913051553104
1687081938424;1687081938524;1672626;5952210;12861921;420049;0.28100923858533217;0.03265834084970667
1687081938707;1687081938807;1461095;9142042;11149059;438089;0.15982151471192105;0.039293809459614484
1687081939014;1687081939114;1537682;6087557;11987263;257310;0.2525942672898176;0.021465283609778146
1687081939294;1687081939394;7481906;28058005;64047392;2192554;0.26665851688314973;0.03423330648654671
1687081939565;1687081939665;633881;3050694;6521518;183663;0.20778255701817358;0.02816261490039589
1687081939931;1687081940031;444011;3204979;19380797;285730;0.13853788121544633;0.014742943749939695
1687081940253;1687081940353;6248910;20093549;100182786;2632531;0.31099085582143804;0.026277278813148598
1687081940589;1687081940689;4440736;13781511;44005580;1184971;0.32222417411269344;0.02692774416335383
1687081940903;1687081941003;1867916;6215450;21850647;717342;0.30052787811019316;0.032829325374209746
1687081941277;1687081941377;642344;7021623;9129827;230270;0.09148084424356022;0.02522172654531132
1687081941616;1687081941716;1664409;6814593;8135409;448844;0.2442418791555123;0.055171657626555716
1687081941910;1687081942010;710481;3068821;27187890;895230;0.2315159470037516;0.032927527660292874
1687081942220;1687081942320;1479337;3034542;7564252;334628;0.4874992667756782;0.04423808196765523
1687081942536;1687081942636;800126;6194997;16544961;474122;0.12915680185155862;0.028656580091062166
1687081942898;1687081942998;1978770;9992475;29621472;1086742;0.1980260145759684;0.03668764334196491
1687081943279;1687081943379;1701870;9632654;30754616;658560;0.17667716498485256;0.02141337092292097
1687081943585;1687081943685;1660938;7620275;30449710;606688;0.21796300002296504;0.019924262004465725
1687081943942;1687081944042;1460470;7403289;26203630;645809;0.19727313090168438;0.024645783809342445
1687081944260;1687081944360;1256507;10670229;27233742;790959;0.11775820368991144;0.02904334630180458
1687081944541;1687081944641;1029472;6604659;16092362;359046;0.15587057560428177;0.022311578623448815
1687081944894;1687081944994;1051906;2642312;7711347;309616;0.3981006028054219;0.04015070259450133
1687081945217;1687081945317;437382;4617903;11746066;159583;0.09471441907723051;0.013586080650321563
1687081945536;1687081945636;814694;3137873;10796024;269984;0.259632560017566;0.025007725066191033
1687081945812;1687081945912;1859806;4974329;11576487;600546;0.3738807786939706;0.05187635938260027
1687081946148;1687081946248;2286172;13381058;65660257;1631425;0.1708513631732259;0.024846460774590025
1687081946527;1687081946627;367786;1773281;9570987;139183;0.20740424106500888;0.014542178356317902
1687081946942;1687081947042;677013;2933529;21367433;288048;0.23078449198900028;0.013480702150791815
1687081947213;1687081947313;1487785;2897470;24237755;220097;0.5134772750019845;0.009080750259254622
1687081947542;1687081947642;1919077;8372907;35799938;697177;0.2292008020631305;0.019474251603452498
1687081947804;1687081947904;1500679;6271239;9728503;423884;0.239295456607538;0.04357134905545077
1687081948121;1687081948221;1423805;5361115;13746741;375038;0.2655800146051708;0.027281957228989767
1687081948372;1687081948472;1630175;6757944;16300968;697786;0.24122351413388451;0.04280641493192306
1687081948645;1687081948745;1383653;5988376;10820128;391516;0.23105646672820812;0.03618404514253436
1687081948905;1687081949005;395023;3086914;7466955;131016;0.12796695988291218;0.017546108152520005
1687081949208;1687081949308;1393942;3775011;15511694;396775;0.36925508296532117;0.025579088911888023
1687081949541;1687081949641;1459741;6017080;12793908;380391;0.2425995665671721;0.02973219754276801
1687081949857;1687081949957;1487816;5751019;15212061;448796;0.25870476171266343;0.02950264267281074
1687081950182;1687081950282;1588867;3001150;23992910;213990;0.5294193892341269;0.008918884787214223
1687081950504;1687081950604;1249654;6634727;6589365;176146;0.18835047772123856;0.02673186263016239
1687081950815;1687081950915;1112658;5777222;15182343;406436;0.1925939491333378;0.026770308113839875
1687081951133;1687081951233;756852;3097759;12782480;314244;0.24432242792289524;0.024583961797710618
1687081951420;1687081951520;905655;6319738;7935871;218035;0.14330578261313998;0.027474614947748017
1687081951685;1687081951785;1670794;4581941;9779832;559545;0.3646476460521862;0.05721417300419884
1687081952024;1687081952124;1589241;6588353;14307116;435643;0.2412197707074894;0.03044939315512644
1687081952309;1687081952409;1498444;6181303;9548449;423684;0.2424155554257735;0.04437202314218781
1687081952624;1687081952724;2498304;8897938;22447186;970570;0.280773365694389;0.04323793637206909
1687081952901;1687081953001;583057;2317119;27031989;884794;0.25163014933630945;0.032731368749817115
1687081953228;1687081953328;1509729;5949245;13281617;512324;0.2537681672212188;0.03857391761861526
1687081953545;1687081953645;1072304;5711421;14932621;393942;0.18774732242641543;0.02638130305456758
1687081953889;1687081953989;4567687;16498533;124641161;1647235;0.27685413000052794;0.013215818809646679
1687081954177;1687081954277;506453;2062159;5989342;152867;0.24559357450128724;0.025523170992740103
1687081954477;1687081954577;1094856;4083569;15969835;553502;0.2681125260770664;0.03465921845779872
1687081954767;1687081954867;614613;5110501;14380776;182732;0.12026472551321289;0.012706685647561717
1687081955072;1687081955172;611571;5907257;7677040;423002;0.1035287613184935;0.05509962172920813
1687081955400;1687081955500;1366200;2419035;18379718;184273;0.5647706626816065;0.010025888318852335
1687081955743;1687081955843;561166;4929863;6542769;350009;0.11382993807332982;0.05349554599894937
1687081956044;1687081956144;1330874;5838905;12245083;232114;0.22793212083430026;0.018955690214594707
1687081956365;1687081956465;657381;5660380;6976898;242753;0.11613725580261396;0.03479382957870389
1687081956676;1687081956776;1516455;6522443;21687877;662386;0.23249800726506925;0.030541763031946372
1687081956974;1687081957074;1418422;5722875;15104142;466009;0.24785129851691676;0.030853060041411157
1687081957297;1687081957397;1584506;2988375;25918531;235289;0.5302232818839671;0.009078022207354267
1687081957579;1687081957679;1550153;2354544;6152611;263003;0.658366545709063;0.04274656727038326
1687081957888;1687081957988;1437938;2382645;6796886;472764;0.6035049283464385;0.06955597018987814
1687081958237;1687081958337;1503431;5759236;16074906;227478;0.261046951366466;0.01415112474063612
1687081958522;1687081958622;1319242;5466981;14998974;280399;0.24131088072191947;0.01869454537357022
1687081958853;1687081958953;644235;5502173;14630488;382036;0.11708737620572818;0.02611232106543541
1687081959137;1687081959237;1360093;3222626;7940808;421250;0.4220449409891188;0.0530487577586563
1687081959452;1687081959552;821604;5527302;12164447;347895;0.1486446732963026;0.02859932720328347
1687081959789;1687081959889;2824492;10288666;59040730;1443618;0.2745246079520902;0.024451222063141834
1687081960205;1687081960305;1248861;2533497;9761402;223568;0.49293960087578553;0.022903267379009697
1687081960601;1687081960701;502663;2365575;20446783;466411;0.2124908320387221;0.022810972268840532
1687081960928;1687081961028;1415225;5832712;17237500;405199;0.2426358441836319;0.02350683103698332
1687081961213;1687081961313;452517;2098818;5638286;343143;0.21560564088930054;0.06085945267763998
1687081961534;1687081961634;1609819;5875933;15951946;526520;0.273968236193299;0.03300663129125437
1687081961845;1687081961945;1758017;5672378;15179592;460010;0.3099259252468718;0.03030450357295506
1687081962153;1687081962253;876250;5490221;14163490;379946;0.1596019540925584;0.026825732923170774
1687081962417;1687081962517;1617781;6395836;15001867;432097;0.2529428521932082;0.028802881667995058
1687081962681;1687081962781;369914;6753004;23093361;154698;0.05477769597056362;0.006698808371808677
1687081962991;1687081963091;1324326;5744807;16022316;404814;0.23052576004729142;0.025265635754531366
1687081963278;1687081963378;1449174;5849606;17080175;294045;0.247738736591832;0.017215573025452024
1687081963617;1687081963717;599395;2597961;17884577;451714;0.23071747420380828;0.025257181089605864
1687081963932;1687081964032;1371529;5412892;13721208;349096;0.2533819259649001;0.025442074779421755
1687081964289;1687081964389;1770157;6992969;8468430;228866;0.25313382627607817;0.027025788723529627
1687081964617;1687081964717;1370753;6600143;7905158;188694;0.20768534863562804;0.02386973163597742
1687081964968;1687081965068;1690058;2522863;25669967;264711;0.6698968592428522;0.010312089610399576
1687081965317;1687081965417;462270;4698129;7109697;331843;0.09839448852936988;0.04667470357738171
1687081965648;1687081965748;453376;2111085;17161517;429448;0.2147597088700834;0.025023895032123326
1687081965972;1687081966072;6450699;16953537;71619538;1665491;0.38049281397740187;0.02325470181055901
1687081966237;1687081966337;737282;2122916;7097830;167272;0.3472968313395349;0.02356663938133204
1687081966543;1687081966643;1348008;5440512;12087398;374554;0.24777226849237718;0.030987148764357722
1687081966880;1687081966980;1314585;5385490;12475029;342523;0.24409756586680134;0.02745668967983962
1687081967165;1687081967265;491795;5949444;20651881;164391;0.08266234626294491;0.007960098162486991
1687081967500;1687081967600;711348;3876920;7117018;282332;0.18348276466886085;0.039669985378707764
1687081967806;1687081967906;1483286;5837259;15493357;241935;0.25410659352274756;0.015615402136541487
1687081968141;1687081968241;1385428;2112621;13224864;367959;0.6557863431254352;0.027823272889611568
1687081968494;1687081968594;1092075;2933633;12658819;407310;0.3722602656842216;0.032175987349214806
1687081968846;1687081968946;1619623;3493774;18040359;540306;0.4635740606003708;0.029949847450375017
1687081969165;1687081969265;1484908;5795568;7057274;172941;0.2562144038341022;0.02450535433369882
1687081969480;1687081969580;2263178;6619233;15362850;489037;0.3419094024942165;0.03183243994441136
1687081969755;1687081969855;1716240;6571496;15509326;470032;0.2611642767491603;0.030306410478443745
1687081970073;1687081970173;1514145;2050098;6168203;514997;0.7385720097283154;0.08349222617997494
1687081970392;1687081970492;1505759;5921179;15020347;329764;0.2543005371058703;0.021954486138036626
1687081970729;1687081970829;1703060;7298733;25317321;551410;0.23333638865814108;0.021779950572179418
1687081971049;1687081971149;1353712;5776192;14827005;455891;0.23436063067155663;0.030747342433620276
1687081971305;1687081971405;1484027;5478483;13142628;399598;0.27088283380636574;0.030404725751957674
1687081971617;1687081971717;5371188;22393475;84316460;2104481;0.23985504706169988;0.02495931399396986
1687081971863;1687081971963;372793;1671237;5451413;133178;0.22306411358771974;0.024429996406436276
1687081972189;1687081972289;1380593;2932712;21272927;211255;0.4707564193142729;0.009930697360076495
1687081972488;1687081972588;1408303;5580750;13832853;388983;0.25235013215069657;0.02812022942772543
1687081972809;1687081972909;1344829;5605428;13904094;381029;0.23991548905810584;0.027404086882611697
1687081973137;1687081973237;1252391;4590764;7279122;168475;0.27280666137488224;0.02314496171378911
1687081973467;1687081973567;1619721;6032486;9274980;488302;0.2684997528382163;0.05264722942798798
1687081973797;1687081973897;1344294;5287683;12354844;349515;0.2542312010761613;0.028289713734952867
1687081974069;1687081974169;1147619;6347385;13492602;738044;0.18080185777292537;0.054699901471932544
1687081974361;1687081974461;1032585;7063074;23702528;407519;0.146194843774821;0.01719306058830518
1687081974680;1687081974780;1296552;2252661;7108736;329198;0.5755646322282847;0.046308935934602155
1687081975008;1687081975108;816395;6461580;24744130;428959;0.1263460330135973;0.017335788326362657
1687081975360;1687081975460;755184;2083532;9643462;194191;0.3624537564097888;0.02013706281001574
1687081975706;1687081975806;1103027;2345388;10661730;174639;0.47029617274412594;0.016379987112785637
1687081976013;1687081976113;1357291;5550501;14627865;203573;0.2445348627087897;0.013916795103044772
1687081976333;1687081976433;1724951;3401988;23381405;260119;0.5070420589373037;0.011125037182325014
1687081976667;1687081976767;1432186;5516559;12682904;252809;0.25961582210939826;0.019933053187188046
1687081977025;1687081977125;828523;5648877;13306602;390546;0.14667039130078421;0.029349791930351567
1687081977346;1687081977446;6187701;19766808;99847600;2050346;0.31303491185830307;0.020534754966569053
1687081977668;1687081977768;549819;2795714;11961665;196999;0.19666496644506556;0.016469195550953816
1687081977969;1687081978069;1354535;5498642;13829213;241249;0.24633991447342818;0.017444882799910594
1687081978313;1687081978413;643681;4630562;13361425;180443;0.13900710108189893;0.013504772133211839
1687081978669;1687081978769;1668465;6267345;18428678;541422;0.2662155984711229;0.02937931847308852
1687081978939;1687081979039;574448;3455372;11918162;340037;0.16624780197327524;0.02853099328570966
1687081979282;1687081979382;731200;2966569;13266858;338328;0.2464800245671009;0.02550174276381039
1687081979568;1687081979668;1125989;6248768;20181625;586667;0.18019375979393057;0.029069363839631348
1687081979885;1687081979985;665255;4845864;6523887;350087;0.13728305210381472;0.053662333513747246
1687081980180;1687081980280;884266;5163626;22320582;220746;0.17124904088715953;0.009889795884354628
1687081980521;1687081980621;1362126;5447345;9574353;387313;0.2500531910499519;0.04045317735830296
1687081980845;1687081980945;1355550;4623171;12719923;370224;0.29320784370727365;0.029105836568350297
1687081981143;1687081981243;381173;5166001;5776168;439617;0.07378492570946076;0.07610876276451793
1687081981476;1687081981576;1306754;5197526;13268895;353618;0.25141846332274237;0.026650146828353077
1687081981797;1687081981897;1440631;3886422;13718954;389443;0.3706831116126864;0.028387222524399455
1687081982169;1687081982269;998737;5847185;14309657;388138;0.17080646499127358;0.027124200111854534
1687081982505;1687081982605;2439829;6631563;9970444;700499;0.36791160696203895;0.07025755322430977
1687081982809;1687081982909;923201;3629507;20001776;454668;0.25435988964892475;0.022731381453326944
1687081983132;1687081983232;6454306;22600718;95596612;2381459;0.28557968822052465;0.024911541844181675
1687081983421;1687081983521;802870;2516841;6938548;199570;0.31899909449981145;0.028762501895209198
1687081983789;1687081983889;1443891;2519166;6443968;340339;0.5731623084782821;0.05281512881504067
1687081984108;1687081984208;1377618;5529044;6477650;199545;0.2491602526585066;0.0308051531033631
1687081984419;1687081984519;1453999;6010793;9754131;427012;0.24189803242267702;0.04377755435107443
1687081984705;1687081984805;446419;2357014;19063445;404181;0.1894002326672646;0.021201886647455377
1687081985018;1687081985118;1541135;7263922;19950748;679809;0.21216293346762258;0.03407436152268577
1687081985345;1687081985445;1711002;3408330;7232838;363621;0.5020059677319978;0.05027362703270832
1687081985660;1687081985760;1205321;6230315;12748045;376941;0.19346068376960074;0.029568533841855753
1687081985946;1687081986046;1469748;6346909;15757954;382820;0.23156909922609573;0.02429376301009636
1687081986266;1687081986366;1363179;5711619;12970978;388056;0.23866770525134817;0.029917250649873894
1687081986569;1687081986669;1280264;6488224;13621656;417535;0.19732117756723566;0.03065229367119534
1687081986893;1687081986993;1747102;3547941;24129566;271718;0.49242701612005385;0.01126079101464154
1687081987236;1687081987336;1434239;6744973;14622490;456727;0.21263821219150913;0.031234557178702122
1687081987494;1687081987594;3223322;9204928;35403608;902168;0.35017351575156264;0.025482374564761875
1687081987803;1687081987903;1360790;6636339;15195196;539341;0.20505130916307923;0.03549417855485378
1687081988073;1687081988173;1581653;6359619;9985917;419739;0.24870247730249248;0.0420330952079814
1687081988333;1687081988433;2019180;8896180;11338328;483866;0.22697157656432312;0.04267525158912319
1687081988641;1687081988741;2615611;8831252;14835957;609067;0.2961766915948045;0.04105343524519517
1687081988937;1687081989037;554435;3288860;6877507;236813;0.16857969022700875;0.03443297113329001
1687081989261;1687081989361;1426192;6094921;13043222;398693;0.23399679831781248;0.03056706387424825
1687081989509;1687081989609;2062455;7934178;20547264;263569;0.259945642762237;0.01282744992228649
1687081989846;1687081989946;1395002;5611430;12811769;440066;0.24860008946026235;0.034348574345978294
1687081990137;1687081990237;6522732;18882331;95378793;2515029;0.3454410369143513;0.026368849100449405
1687081990437;1687081990537;471818;2251716;5494778;184049;0.20953708194106183;0.03349525676924527
1687081990790;1687081990890;1737525;7461053;18828815;388301;0.232879326818882;0.020622699835332176
1687081991117;1687081991217;1464760;3938450;8374699;450025;0.3719128083383057;0.05373625965542165
1687081991436;1687081991536;1507410;3461353;17987156;270691;0.4354973329793292;0.015049127277263843
1687081991743;1687081991843;1535222;5217939;14336685;420325;0.2942199975890864;0.029318144326948663
1687081992029;1687081992129;424678;2366517;14036963;395036;0.1794527569419531;0.028142554767722903
1687081992327;1687081992427;614721;5538496;7503526;375849;0.1109906010584823;0.05008965118532274
1687081992616;1687081992716;1647474;6065701;21682490;1690084;0.2716048812824767;0.07794695166468427
1687081992882;1687081992982;1472801;5155037;45223759;619701;0.2857013441416618;0.013702996250267475
1687081993207;1687081993307;3329456;15627983;57532847;2195528;0.21304451124626894;0.03816129592891518
1687081993505;1687081993605;4055003;20129556;73137502;2355875;0.20144522810140472;0.0322115868819255
1687081993913;1687081994013;1796781;6644432;40351792;875278;0.27041905162096624;0.021691180406560383
1687081994215;1687081994315;1000477;6215801;31709504;777662;0.160957051231209;0.024524571560627376
1687081994499;1687081994599;4925505;16124815;49333824;1467421;0.305461178934456;0.029744724430848905
1687081994815;1687081994915;2020510;14176688;51353710;1820796;0.14252341590645148;0.035455977766747526
1687081995173;1687081995273;2653079;12351473;43879714;1958138;0.21479859122875467;0.044625131330618975
1687081995505;1687081995605;5621567;25477482;124555828;3663435;0.22064845340681627;0.02941199186600887
1687081995826;1687081995926;594153;2675225;19975166;1201616;0.2220945901746582;0.06015549507823865
1687081996203;1687081996303;2111982;6421991;22868846;1615332;0.3288671690757586;0.07063460919715844
1687081996487;1687081996587;1254198;7615089;35362794;1131529;0.16469905998472242;0.03199772619776593
1687081996779;1687081996879;1288020;5296783;20754030;1323240;0.24317024125775966;0.06375821948797414
1687081997147;1687081997247;826041;3772104;15038512;1134211;0.21898680418143296;0.07542042723375823
1687081997477;1687081997577;1059837;6594915;23157066;1474328;0.16070517967252043;0.06366644202680945
1687081997832;1687081997932;1397412;5676830;23928273;1275998;0.24616062133268038;0.05332595461444292
1687081998234;1687081998334;1575583;4176919;15756463;1169054;0.377211767812591;0.07419520485022559
1687081998545;1687081998645;974649;2190381;16857244;975832;0.4449677932743208;0.05788799165510092
1687081998910;1687081999010;594229;3505180;24719413;1381035;0.16952881164448044;0.05586843829989005
1687081999246;1687081999346;1124326;5626063;23822941;542048;0.19984241200285172;0.02275319407456871
1687081999587;1687081999687;618677;5668223;29439138;575794;0.10914831685344772;0.01955879278802253
1687081999879;1687081999979;1156372;5511724;24352901;1254674;0.20980223247753335;0.05152051494809592
1687082000175;1687082000275;991852;4356936;21593207;2103263;0.2276489716626547;0.09740391966788445
1687082000524;1687082000624;2355821;12714054;49855263;761637;0.18529266904167624;0.015276962835398141
1687082000865;1687082000965;1085948;7469931;42961138;543837;0.1453759077560422;0.012658812715808413
1687082001149;1687082001249;7076191;21934391;139276720;2428302;0.3226071332456871;0.01743508893661482
1687082001501;1687082001601;1678239;10095264;45717088;1127082;0.16624022908167632;0.024653407496120487
1687082001846;1687082001946;3028965;6429877;64761740;1496706;0.47107666289728406;0.023110960267590092
1687082002173;1687082002273;1467657;4684141;52478727;2294180;0.31332468429110055;0.04371638054406312
1687082002478;1687082002578;1332011;8483657;73224095;1977329;0.15700905871135526;0.027003802505172647
1687082002801;1687082002901;2427007;9462906;101616162;1927653;0.25647586481362067;0.018969944958165216
1687082003182;1687082003282;1651259;6689868;81145998;1417995;0.24682983281583434;0.017474614090025733
1687082003536;1687082003636;1286078;5670022;79730086;1171986;0.22682063667477834;0.014699419739745421
1687082003887;1687082003987;2196501;6952879;97433075;1442731;0.3159124443270191;0.014807404980290317
1687082004253;1687082004353;1352173;4389718;81510963;1227469;0.30803185990535153;0.015058943666264868
1687082004597;1687082004697;1554625;7755793;63468964;1481086;0.20044694333641963;0.02333559438594271
1687082004997;1687082005097;2120507;7424938;82890951;1390209;0.28559255309606624;0.016771541202368397
1687082005373;1687082005473;3300632;9110092;60770521;1054876;0.3623050129460822;0.017358350440997535
1687082005711;1687082005811;4732948;9974903;53204716;1090218;0.4744856165518602;0.020491003090778646
1687082006034;1687082006134;2581558;9652215;66252706;1276465;0.2674575732098798;0.019266609276306388
1687082006378;1687082006478;5979557;13807076;52915203;1209692;0.43307916897104065;0.022860953590218676
1687082006731;1687082006831;4780181;8231184;88951513;1520529;0.5807403892319744;0.017093908228407537
1687082007182;1687082007282;6208290;18182876;122460588;2228807;0.34143608524856023;0.018200198418122898
1687082007537;1687082007637;2335027;4702182;32210702;400051;0.4965837136886662;0.012419816246165638
1687082007815;1687082007915;3941660;7161643;24138966;603877;0.5503848767664068;0.025016688784432604
1687082008096;1687082008196;1898334;7545331;49064597;699033;0.25159055315134615;0.014247197424244613
1687082008414;1687082008514;1487151;5587619;25391211;518059;0.26615111015980153;0.02040308357092539
1687082008702;1687082008802;2147020;8238392;44921819;528447;0.26061153681446575;0.011763704403866638
1687082009050;1687082009150;1123167;7228086;39046641;436749;0.15538926902640615;0.011185315530726447
1687082009343;1687082009443;513474;7458260;39685353;555597;0.06884635290268776;0.0140000518579235
1687082009720;1687082009820;1455604;10068148;41478728;530833;0.14457514927273615;0.012797716458421772
1687082010065;1687082010165;658315;8185442;48873549;417809;0.08042510105135435;0.008548775535003607
1687082010343;1687082010443;1692104;11121865;40488614;478137;0.15214210925955315;0.011809171832851576
1687082010645;1687082010745;546284;7080706;47697952;394186;0.07715106374985771;0.008264212266388293
1687082010996;1687082011096;440983;8675980;42067035;773639;0.05082803325964329;0.018390623441847043
1687082011308;1687082011408;1880277;10602843;55099782;995016;0.17733705950375764;0.018058438053348377
1687082011617;1687082011717;1267331;10158960;44428980;489860;0.12475007284210195;0.011025686387578558
1687082012010;1687082012110;624710;8899776;39776847;410831;0.07019390150943125;0.010328395309965117
1687082012330;1687082012430;6096337;28431627;134606315;2234784;0.21442096859247625;0.016602371144325584
1687082012661;1687082012761;2101471;6008080;48163020;395697;0.34977413749484026;0.008215784641411606
1687082013005;1687082013105;1508895;6799576;39426708;604739;0.2219101602805822;0.015338308235118184
1687082013378;1687082013478;1517416;6339475;51406692;448478;0.23935988390205815;0.008724117085767744
1687082013665;1687082013765;1153432;7087964;49972089;492582;0.16273107481922877;0.009857142454060705
1687082013988;1687082014088;547520;3080378;56849060;227834;0.17774441967836416;0.004007700391176213
1687082014403;1687082014503;468535;2930537;54114298;275827;0.15988025402852787;0.005097118694951933
1687082014745;1687082014845;514621;5464564;59803454;285798;0.09417421042191106;0.0047789547406409
1687082015099;1687082015199;785873;3852840;64736632;251093;0.20397239438959314;0.003878684946105939
1687082015413;1687082015513;2364735;8934059;32872398;857767;0.2646876408584273;0.026093837145680702
1687082015657;1687082015757;2140796;6695599;34925159;826990;0.3197318118961425;0.02367891868437879
1687082016006;1687082016106;4523589;9192580;27999777;689585;0.49209133888418705;0.02462823186056089
1687082016338;1687082016438;2467240;5478965;37272505;638598;0.45031132704808297;0.01713321924566111
1687082016662;1687082016762;2620078;9431478;40863549;693858;0.27780142200405916;0.016979876123828598
1687082016970;1687082017070;3911366;9837649;16580170;792933;0.3975915383848316;0.04782417791856175
1687082017245;1687082017345;4617621;9011819;38053220;950283;0.512396110041713;0.02497247276314593
1687082017573;1687082017673;6126004;18650637;87295162;2046216;0.32846084560007255;0.023440199354919578
1687082017863;1687082017963;3339538;6055768;20881337;454155;0.5514639926760735;0.021749325725646782
1687082018244;1687082018344;2990795;8595226;34392481;719271;0.34796001873598204;0.020913611902555095
1687082018554;1687082018654;3706857;9648923;38838643;863095;0.3841731351778846;0.02222258383229301
